CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U51909TZ2020PTC034060,IRABAS INTERNATIONAL PRIVATE LIMITED,ROC Coimbatore,Company limited by shares,Non-government company,Private,100000,100000,11-07-2020,"SF No: 3/1, D. No: 1/71-1B,   Ponnandampalayam,,Coimbatore,Coimbatore,Tamil Nadu,641407-India",Unlisted,Active,tamil nadu,Indian,51909,Trading
U51909TZ2021PTC036621,DISTINCT SNOW LAND INDIA PRIVATE LIMITED,ROC Coimbatore,Company limited by shares,Non-government company,Private,1000000,1000000,20-07-2021,"13/1, FIRST FLOOR, THINGALUR ROAD   NASIYANUR,ERODE,Erode,Tamil Nadu,638107-India",Unlisted,Active,tamil nadu,Indian,51909,Trading
U51909TZ2022PTC039311,B-MEDI SOLUTIONS PRIVATE LIMITED,ROC Coimbatore,Company limited by shares,Non-government company,Private,500000,500000,28-06-2022,"2nd floor,vijayashanthi infinity Appartm   Thandalam,Sriperambadur,CHETTIPEDU,Kancheepuram,Tamil Nadu,602105-India",Unlisted,Active,tamil nadu,Indian,51909,Trading
U72900TN2020OPC135888,COLOURFUL WEBSITE (OPC) PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,One Person Company,10000,10000,18-06-2020,"14/85, 10th Street, 14th Block,3rd Phase   Thiru nagar, Villivakkam, Thiruvallur,Chennai,Chennai,Tamil Nadu,600049-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC135519,COGEDS TECHNOLOGIES PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000,100000,01-06-2020,"No. 48, Block 4, Natwest Vijay Apartment   Velacherry-Tambaram Main Rd Pallikkarani,Chennai,Chennai,Tamil Nadu,600100-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC135592,SAI FUTURE TECHNOLOGIES PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1500000,100000,05-06-2020,"No.21, K.V.K Samy Street,   Ullagaram, Nanganallur,,Chennai,Kancheepuram,Tamil Nadu,600061-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC135733,ONELIGN TECHNOLOGIES PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000,996460,11-06-2020,"PLOT NO 19, DOOR NO 109/1,   CTH ROAD, R C C POST, THIRUMULAIVAYIL,,CHENNAI,Chennai,Tamil Nadu,600109-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC135884,TECHNOMOTIVA GLOBAL SERVICES PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1500000,750000,18-06-2020,"41/1358   Rajeev Nagar, Nagai Road,Thanjavur,Thanjavur,Tamil Nadu,613001-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC135894,PRIMEFORCE SOLUTIONS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1500000,200000,18-06-2020,"S1 , VGK SRI SAI GURUSTHAN APARTMENTS   43, KANNAN NAGAR, CHROMPET,CHENNAI,Kancheepuram,Tamil Nadu,600044-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC135952,LIGHTING LANTERNS MEDIA WORKS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000,500000,23-06-2020,"33-4/3, NATUVANKARI, ARASANSERY,   SREE NILAYAM, KUMARAPURAM, KALKULAM,KANYAKUMARI,Kanyakumari,Tamil Nadu,629164-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC136103,PREDIGLE INDIA PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000,100000,02-07-2020,"D NO.11, PLOT NO.13, VENKATESWARA NAGAR   MAIN ROAD, KESAVARDHINI, VALASARAVAKKAM,CHENNAI,Chennai,Tamil Nadu,600087-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC136257,ALPHAHO PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000,10000,08-07-2020,"9/A,   8th East Main Road , Gandinagar,,Vellore,Vellore,Tamil Nadu,632006-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC136260,ZRL INFOTECH PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,500000,100000,09-07-2020,"No.58, 1st Floor, Dr.Ranga Road,   Alwarpet,Chennai,Chennai,Tamil Nadu,600018-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC136274,KUMAR RURAL INTERNET SERVICES CENTRE PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1500000,200000,09-07-2020,"9/82, PULIMUHATHAN KURUCHI,   KAPPIYARAI,KANYAKUMARI,Kanyakumari,Tamil Nadu,629156-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC136309,CLOUD UMBRA SOLUTIONS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000,100000,11-07-2020,"N.No 6, O.N.8. Green View Colony,   Mogapair road, Padi,Chennai,Chennai,Tamil Nadu,600050-India",Unlisted,Strike Off,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC136332,SERVSOFT TECHNOLOGIES PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000,100000,12-07-2020,"NO.4091, MAPLETON, Velachey Main Road,   Pallikaranai, Kancheepuram,Kancheepuram,Kancheepuram,Tamil Nadu,600100-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC136515,TRINITECH SOFTWARE PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000,30000,19-07-2020,"7 RAIL NAGAR, RANGAMPALAYAM   CHENNIMALAI ROAD, ERODE CITY,ERODE,Erode,Tamil Nadu,638009-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC136616,MINDTHOUGHTS SOLUTIONS INDIA PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1500000,100000,23-07-2020,"OLD NO.17, NEW NO.62,1ST FLOOR   JAGAJEEVANRAM NAGAR, SELAIYUR,AGARAM MAIN ROAD,Chennai,Tamil Nadu,600073-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC136783,KOCHA TECHNOLOGIES INDIA PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000,262180,30-07-2020,"715A, 7TH FLOOR, SPENCER PLAZA SUITE NO.398,   MOUNT ROAD, ANNA SALAI,CHENNAI,Chennai,Tamil Nadu,600002-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC136935,GATLOP TECHNOLOGIES PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000,10000,06-08-2020,"NO. 8/9, KAMARAJ STREET   CITHU ORAGADAM, AMBATTUR,Chennai,Chennai,Tamil Nadu,600053-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC137056,WEBKANINI TECHNOLOGIES PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000,100000,11-08-2020,"79/127, ECR MAIN ROAD   PANAIYUR ( SHOLINGANALLUR),CHENNAI,Chennai,Tamil Nadu,600119-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC137076,SIGNIFICANT RULING CREW INDIA PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000,100000,12-08-2020,"Plot No.7, Door No. 33/1   K. K. Salai, MGR Nagar, Akkarai,Chennai,Chennai,Tamil Nadu,600115-India",Unlisted,Strike Off,tamil nadu,Indian,72900,Business Services
U45200TN2020PTC137490,INNOVATE CONSTRUCTIONS AND INTERIORS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000,100000,28-08-2020,"E2 THIRD FLOOR,KING COURT APARTMENT   NR ANNA BUS STAND,RAJAJI ST,GANDHINAGAR,MADURAI,Madurai,Tamil Nadu,625020-India",Unlisted,Strike Off,tamil nadu,Indian,45200,Construction
U45200TN2021PTC145697,NICO ALLEN INFRASTRUCTURE PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,50000000,50000000,25-08-2021,"1/44, S2 PARVATHY APPARTMENT   BAZZAR ROAD MOGAPPAIR EAST,CHENNAI,Chennai,Tamil Nadu,600037-India",Unlisted,Active,tamil nadu,Indian,45200,Construction
U45200TN2024PTC171394,MALOVIN PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1500000,200000,26-06-2024,"No.5,41st Street,T G,Nagar,Shristi Flats,S 2,Saidapet,Kanchipuram,Tamil Nadu,600061-India",Unlisted,Active,tamil nadu,Indian,45200,Trading
U55209TN2020PTC136101,KARKASH FOODS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1500000,100000,01-07-2020,"No. 151/B9,   ANAIVILUNTHAN KULA STREET, PATTUKKOTTAI,,THANJAVUR,Thanjavur,Tamil Nadu,614601-India",Unlisted,Strike Off,tamil nadu,Indian,55209,Trading
U55209TN2021PTC144866,THIEF HOTELS & RESORTS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,500000,500000,19-07-2021,"NO 50/150, KODAMBAKKAM HIGH ROAD   DR MGR SALAI, NUNGAMBAKKAM,CHENNAI,Chennai,Tamil Nadu,600034-India",Unlisted,Active,tamil nadu,Indian,55209,Trading
U55209TN2022PTC152829,LUNCHDROID TECHNOLOGIES INDIA PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1500000,220000,02-06-2022,"715-A,7th Floor   Mount Road,Anna salai,Chennai,Chennai,Tamil Nadu,600002-India",Unlisted,Active,tamil nadu,Indian,55209,Trading
U56101TN2024OPC170789,ADAM SUVAI ZONE (OPC) PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,One Person Company,150000,110000,04-06-2024,"No 36, Rangan Street,,T Nagar,Chennai,Chennai,Tamil Nadu,600017-India",Unlisted,Active,tamil nadu,Indian,56101,"Transport, storage and Communications"
U56102TN2023PTC161764,ZEALIA FOODS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000,100000,10-07-2023,"C/O G.SACHITHANANTHAM,0 BAJANAI KOIL STREET,Chengalpattu,Kanchipuram,Tamil Nadu,603203-India",Unlisted,Active,tamil nadu,Indian,56102,"Transport, storage and Communications"
U56102TN2024PTC172684,GEETHAM VEG RESTAURANTS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1500000,100000,12-08-2024,"NO:2/216 H.NO3 2ND AVENUE,MAIN RD VETTUVANKENI ECR,Kancheepuram,Kanchipuram,Tamil Nadu,600115-India",Unlisted,Active,tamil nadu,Indian,56102,"Transport, storage and Communications"
U56102TN2024PTC172815,LE ATTI CAFE IDHU NAMMA SPOT PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000,100000,19-08-2024,"SNO439/1A, A-707,AMETHYST,C BLOCK,ELCOT AVENUE ROAD,Saidapet,Kanchipuram,Tamil Nadu,600119-India",Unlisted,Active,tamil nadu,Indian,56102,"Transport, storage and Communications"
U56210TN2024PTC171070,GREEN DEAL FOOD & EVENT MANAGEMENT PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000,100000,13-06-2024,"NO. 39/3 C, NEHRU STREET,SATHYA GARDEN, ARCOT ROAD,Chennai City Corporation,Chennai,Tamil Nadu,600093-India",Unlisted,Active,tamil nadu,Indian,56210,"Transport, storage and Communications"
U56292TN2024PTC172050,BREWLOUNGE CAFE PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1500000,100000,21-07-2024,"NO.1 V.THOTTAM 2ND STREET,kodambakkam chennai,Chennai City Corporation,Chennai,Tamil Nadu,600024-India",Unlisted,Active,tamil nadu,Indian,56292,"Transport, storage and Communications"
U58201TN2023PTC161666,TAGCS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1500000,1500000,05-07-2023,"No 40C, 1st Floor, Murugan Koil Street,,Vivekanantha Nagar Main Road, Near Senthil Nagar Signal,Ambattur,Tiruvallur,Tamil Nadu,600099-India",Unlisted,Active,tamil nadu,Indian,58201,Business Services
U59113TN2024PTC170858,BOX OFFICE STUDIO PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000,1000000,06-06-2024,"69, 1st cross st,,Kanakathara Nagar,Tiruvallur,Tiruvallur,Tamil Nadu,600087-India",Unlisted,Active,tamil nadu,Indian,59113,Business Services
U59130TN2024PTC172358,CHENDUR CINEMAS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1500000,100000,30-07-2024,"Flat No.F2, Plot No.84, 2nd Main Road,7th Street, Sri Krishna Nagar,Poonamalee,Tiruvallur,Tamil Nadu,600095-India",Unlisted,Active,tamil nadu,Indian,59130,Business Services
U59140TN2024PTC172265,ASTROFY FORTUNE NETWORK PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000,100000,26-07-2024,"32-A/1, JAWAHARLAL NEHRU, STREET,,GANDHI NAGAR, Kovilpatti, Tuticorin, Kovilpatti,,Kovilpatti,Tuticorin,Tamil Nadu,628501-India",Unlisted,Active,tamil nadu,Indian,59140,Business Services
U60200TN2023PTC161304,REHOBOTH TV PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000,100000,20-06-2023,"650, Aringar Anna Nagar,,15th East Cross Street,,Madurai North,Madurai,Tamil Nadu,625020-India",Unlisted,Active,tamil nadu,Indian,60200,Business Services
U60200TZ2024PTC032340,IPTV EXCHANGE INDIA PRIVATE LIMITED,ROC Coimbatore,Company limited by shares,Non-government company,Private,1500000,100000,27-08-2024,"B1, II Floor, Vue Grande,339 Chinnaswamy Road,Coimbatore South,Coimbatore,Tamil Nadu,641044-India",Unlisted,Active,tamil nadu,Indian,60200,Business Services
U60222TN2021PTC144791,OM SAI CONNECTIONS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000,100000,15-07-2021,"Plot No.49a,Flat No -3   Shanthinikethan Colony Thoraipakkam,,Chennai,Chennai,Tamil Nadu,600097-India",Unlisted,Active,tamil nadu,Indian,60222,"Transport, storage and Communications"
U60231TN2022PTC153081,VENTURE WIN INDIA PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1500000,500000,16-06-2022,"104 GNAYAR VILLAGE INDIRA GANDHI STREET   GNAYAR,CHENNAI,Chennai,Tamil Nadu,600067-India",Unlisted,Active,tamil nadu,Indian,60231,"Transport, storage and Communications"
U60300TN2020PTC136812,GOLDEN ROAD TRANSPORT PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000,200000,01-08-2020,"New No.23, Old No.21   Raman Street , T .Nagar,Chennai,Chennai,Tamil Nadu,600017-India",Unlisted,Active,tamil nadu,Indian,60300,"Transport, storage and Communications"
U61102TN2023PTC162295,ALPHA TELECOM CADDESIGN PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000,110000,26-07-2023,"No 113,,Bajanal Koil Street,,Chennai,Chennai,Tamil Nadu,600094-India",Unlisted,Active,tamil nadu,Indian,61102,Business Services
U62011TN2024OPC172145,LUMINARROW SOLUTIONS (OPC) PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,One Person Company,100000,10000,23-07-2024,"D.No.1/93,C.V Sangili Village,Perundurai,Erode,Tamil Nadu,638056-India",Unlisted,Active,tamil nadu,Indian,62011,Business Services
U62011TN2024PTC171850,TECHRACINE SOLUTIONS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000,100000,11-07-2024,"C-107, RMK Chola Garden,Sundaracholapuram,Poonamallee,Tiruvallur,Tamil Nadu,600077-India",Unlisted,Active,tamil nadu,Indian,62011,Business Services
U62012TN2024PTC171319,KARVS MARKETING SOLUTIONS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000,100000,24-06-2024,"NO 11 A, First Street,East Abhiramapuram,Chennai,Chennai,Tamil Nadu,600004-India",Unlisted,Active,tamil nadu,Indian,62012,Business Services
U45209TN2020PTC137094,KHAAS DESIGN & ENGINEERING PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000,100000,13-08-2020,"10/A-2, 2nd Floor, First Cross Road,   MKB Nagar,,Chennai,Chennai,Tamil Nadu,600039-India",Unlisted,Active,tamil nadu,Indian,45209,Construction
U45209TN2021PTC145346,DESIYAN INFRA PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,30000,20000,06-08-2021,"New No 43/13, Arihanth apartments,   Srinivasan street, T Nagar,Chennai,Chennai,Tamil Nadu,600017-India",Unlisted,Active,tamil nadu,Indian,45209,Construction
U52339TN2022PTC153539,NEXEX CLOUD SOLUTIONS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000,10000,01-07-2022,"5 A, 2nd Main Road, Bharathi Nagar,   Old Perungalathur,,Chennai,Kancheepuram,Tamil Nadu,600063-India",Unlisted,Active,tamil nadu,Indian,52339,Trading
U52393TN2020PTC136181,SHRI KUBERALAXMI JEWELLERY PALACE PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,10000000,1000000,05-07-2020,"KingstoneParkCommercialComplex.No.19/1   IIFloorPuthurRoad RamalingaNagarWoraiyur,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,620017-India",Unlisted,Active,tamil nadu,Indian,52393,Trading
U52399TN2021PTC144612,JASONIC SOLUTIONS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000,200000,08-07-2021,"NO.209/1, OLD MTH ROAD(OPP)   SECRETARIAT COLONY, AMBATTUR,TIRUVALLUR,Thiruvallur,Tamil Nadu,600053-India",Unlisted,Active,tamil nadu,Indian,52399,Trading
U52590TZ2022OPC039473,SZLATO (OPC) PRIVATE LIMITED,ROC Coimbatore,Company limited by shares,Non-government company,One Person Company,1000000,100000,15-07-2022,"P.NO.68, D.NO.5/704-90, 23rd STREET   KCC NAGAR,HOSUR,Krishnagiri,Tamil Nadu,635109-India",Unlisted,Active,tamil nadu,Indian,52590,Trading
U51909TZ2020PTC039115,PACIFIC ENGINEERED SURFACES PRIVATE LIMITED,ROC Coimbatore,Company limited by shares,Non-government company,Private,210000000,100000000,24-07-2020,"73/2B,82/16, NALLAGANAKOTHAPALLI VILLAGE,   KRISHNAGIRI ROAD, HOSUR TALUK,,KRISHNAGIRI,Krishnagiri,Tamil Nadu,635117-India",Unlisted,Active,tamil nadu,Indian,51909,Trading
U51909TZ2021PTC036528,KALINGARAYAN IRON AND STEEL PRIVATE LIMITED,ROC Coimbatore,Company limited by shares,Non-government company,Private,1500000,10000,08-07-2021,"No137-4 PERUNDURAI RS ROAD,   THOPPUPALAYAM, PERUNDURAI,ERODE,Erode,Tamil Nadu,638052-India",Unlisted,Active,tamil nadu,Indian,51909,Trading
U51909TZ2021PTC036657,KONGU PETROLEUM PRIVATE LIMITED,ROC Coimbatore,Company limited by shares,Non-government company,Private,1500000,500000,23-07-2021,"D/32, 5/136-C SBI Colony II   Meyyanur,,Salem,Salem,Tamil Nadu,636004-India",Unlisted,Active,tamil nadu,Indian,51909,Trading
U51909TZ2022PTC039766,JAYATHIYA TRADERS PRIVATE LIMITED,ROC Coimbatore,Company limited by shares,Non-government company,Private,1000000,100000,24-08-2022,"NO.6/12C, PILLAYAR NAGAR,   AMANI KONDALAMPATTY,,SALEM,Salem,Tamil Nadu,636010-India",Unlisted,Active,tamil nadu,Indian,51909,Trading
U72900TN2020OPC137225,NORMALYZ (OPC) PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,One Person Company,100000,100000,20-08-2020,"A56 Villa, Tvs Enclave Green Hills   Alapakkam Main Road, New Perungalathur,Kanchipuram,Kancheepuram,Tamil Nadu,600063-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC135817,SEISIO TECHNOLOGIES PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1500000,100000,15-06-2020,"Plot No.18, Jaiwanthapuram   Madambakkam,,Kancheepuram,Kancheepuram,Tamil Nadu,600126-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC136060,VAKEN TECHNOLOGIES PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,2500000,1000000,30-06-2020,"50,KrishnaEstate,Dwaraka,ECRRoadNo.35,KanathurReddyKuppamVillage,Chengleput,Kancheepuram,Tamil Nadu,603112-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC136581,FIO AUTOMATIONS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1500000,1500000,22-07-2020,"Ground Floor, Flat No.W-1 to W-5, Door No.56,   Balavinayagar Kovil Street, Balavinayaga,r Nagar,,Arumbakkam,Chennai,Tamil Nadu,600106-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC136662,S-LINE TECHNOLOGIES PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1500000,100000,25-07-2020,"Plot No.61, Vishalakshi Nagar   Gerugambakkam,,Chennai,Chennai,Tamil Nadu,600122-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC136713,BITZDEAL TECHNOLOGIES PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1500000,20000,28-07-2020,"NO. 1/195/1   POOTI CHETTIPATTI,KULLALAGUNDU,Dindigul,Tamil Nadu,624201-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC136753,QUALITY OUTSIDE THE BOX QOBOX PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,5000000,1000000,29-07-2020,"No. 117, 1st Floor, Kumarasamy Nagar,   6th Street, Sholinganallur,,Kanchipuram,Chennai,Tamil Nadu,600119-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC136874,SWADHYA ENTERPRISE SOLUTIONS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000,100000,04-08-2020,"9B, MARUTHI STREET,   GANDHI NAGAR,,SALIGRAMAM,Chennai,Tamil Nadu,600093-India",Unlisted,Active,tamil nadu,Indian,72900,Business Services
U72900TN2020PTC136927,WALLNET DISTRIBUTION INDIA PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1500000,200000,06-08-2020,"NO. 360, 32ND ST, 6TH SECTOR,   KK NAGAR,CHENNAI,Chennai,Tamil Nadu,600078-India",Unlisted,Strike Off,tamil nadu,Indian,72900,Business Services
U51109TN2023PTC161969,ARK27 AVIATION PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,50000000,3020000,17-07-2023,"14,NARMADA ST, RAJESWARI,AVENUE, MADANANDAPURAM,Sriperumbudur,Kanchipuram,Tamil Nadu,600116-India",Unlisted,Active,tamil nadu,Indian,51109,"Transport, storage and Communications"
U45200TN2022PTC153398,PRORAYAN BUILDERS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000,100000,27-06-2022,"NO. 32, T. B. N ROAD   PALANI CHETTIPATTI,THENI,Theni,Tamil Nadu,625531-India",Unlisted,Active,tamil nadu,Indian,45200,Construction
U45200TN2022PTC154041,AEC CHENNAI PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,50000000,15000000,20-07-2022,"No. 16, 3rd Floor, 16th Street,   3rd Main Road, Nanganallur,,Chennai,Chennai,Tamil Nadu,600061-India",Unlisted,Active,tamil nadu,Indian,45200,Construction
U45200TN2022PTC154159,ARTEG PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000,1000000,22-07-2022,"25a, 1ST MAIN STREET   ANNA NAGAR WEST,VELLORE,Vellore,Tamil Nadu,632001-India",Unlisted,Active,tamil nadu,Indian,45200,Construction
U45200TZ2022PTC039463,NIKSHITH SAII INFRA PRIVATE LIMITED,ROC Coimbatore,Company limited by shares,Non-government company,Private,1000000,500000,15-07-2022,"No.50, Krishna Nagar 3rd street   Sundakamuthur,coimbatore,Coimbatore,Tamil Nadu,641010-India",Unlisted,Active,tamil nadu,Indian,45200,Construction
U55209TN2021PTC144194,AMIZHTHAM HOSPITALITY SERVICES PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000,100000,21-06-2021,"NO.52  P.T RAJAN STREET   THIRUMANGALAM. MADURAI,MADURAI,Madurai,Tamil Nadu,625706-India",Unlisted,Active,tamil nadu,Indian,55209,Trading
U55209TN2021PTC144196,APOGEE FOOD SERVICES PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000,100000,21-06-2021,"F-4, NEW NO.35, OLD NO.10, RAILWAY COLONY   3RD STREET EXTN, NELSON MANICKAM ROAD, A,MINJIKARAI,CHENNAI,Chennai,Tamil Nadu,600029-India",Unlisted,Active,tamil nadu,Indian,55209,Trading
U58201TZ2024PTC032171,SKY RP INFO TECH PRIVATE LIMITED,ROC Coimbatore,Company limited by shares,Non-government company,Private,1500000,100000,30-07-2024,"15A, C.K.K.NAGAR,KALLIPATTI PIRIVU,Erode,Erode,Tamil Nadu,638452-India",Unlisted,Active,tamil nadu,Indian,58201,Business Services
U58203TN2024PTC173122,INFORMOJ CONSULTANCY PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1500000,100000,30-08-2024,"No49 (95) 3rd Road Avenue,T Block,Egmore Nungambakkam,Chennai,Tamil Nadu,600040-India",Unlisted,Active,tamil nadu,Indian,58203,Business Services
U59112TN2023PTC161907,PRAVEEN MOHAN GLOBAL PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000,100000,14-07-2023,"plot no.4,NewNo.3,thillai,nagar,First main road,Ambattur,Tiruvallur,Tamil Nadu,600099-India",Unlisted,Active,tamil nadu,Indian,59112,Business Services
U60100TZ2022PTC039472,PNR ROADWAY MOVERS PRIVATE LIMITED,ROC Coimbatore,Company limited by shares,Non-government company,Private,100000,100000,15-07-2022,"141/12/2, SANTHAIMEDU BYE PASS   SENNAKATTU THOTTAM, NADUPALAYAM,ERODE,Erode,Tamil Nadu,638102-India",Unlisted,Active,tamil nadu,Indian,60100,"Transport, storage and Communications"
U60200TN2022PTC153965,KSK LOGISTICS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,3000000,2000000,18-07-2022,"Plot 212M & 212P, Main Road,   Sri Ayyappa Nagar, Koyambedu,,Chennai,Chennai,Tamil Nadu,600092-India",Unlisted,Active,tamil nadu,Indian,60200,"Transport, storage and Communications"
U60300TN2022PTC153080,TRANSTIME LOGISTIC SOLUTIONS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000,100000,16-06-2022,"P.No - C1 & C2, F.No - 2   Vivekanandhar Street,Rajakilpakkam,Chennai,Tamil Nadu,600073-India",Unlisted,Active,tamil nadu,Indian,60300,"Transport, storage and Communications"
